         VBase        Charge
     22.820471     22.820756
     22.820487     22.820762
     22.820502     22.820767
     22.820516     22.820772
      22.82053     22.820776
     22.820543     22.820781
     22.820556     22.820785
     22.820569     22.820789
      22.82058     22.820793
     22.820592     22.820797
     22.820603     22.820801
     22.820613     22.820804
     22.820624     22.820808
     22.820634     22.820811
     22.820643     22.820814
     22.820652     22.820817
     22.820661      22.82082
     22.820669     22.820823
     22.820677     22.820825
     22.820685     22.820828
     22.820693      22.82083
       22.8207     22.820833
     22.820707     22.820835
     22.820714     22.820837
      22.82072     22.820839
     22.820727     22.820841
     22.820733     22.820843
     22.820738     22.820845
     22.820744     22.820846
     22.820749     22.820848
     22.820754      22.82085
     22.820759     22.820851
     22.820764     22.820853
     22.820769     22.820854
     22.820773     22.820856
     22.820777     22.820857
     22.820782     22.820858
     22.820786     22.820859
     22.820789      22.82086
     22.820793     22.820862
     22.820797     22.820863
       22.8208     22.820864
     22.820803     22.820865
     22.820806     22.820866
     22.820809     22.820866
     22.820812     22.820867
     22.820815     22.820868
     22.820818     22.820869
      22.82082      22.82087
     22.820823      22.82087
     22.820825     22.820871
     22.820828     22.820872
      22.82083     22.820872
     22.820832     22.820873
     22.820834     22.820874
     22.820836     22.820874
     22.820838     22.820875
      22.82084     22.820875
     22.820842     22.820876
     22.820843     22.820876
     22.820845     22.820877
     22.820847     22.820877
     22.820848     22.820878
      22.82085     22.820878
     22.820851     22.820878
     22.820853     22.820879
     22.820854     22.820879
     22.820855      22.82088
     22.820856      22.82088
     22.820858      22.82088
     22.820859     22.820881
      22.82086     22.820881
     22.820861     22.820881
     22.820862     22.820881
     22.820863     22.820882
     22.820864     22.820882
     22.820865     22.820882
     22.820865     22.820882
     22.820866     22.820883
     22.820867     22.820883
     22.820868     22.820883
     22.820869     22.820883
     22.820869     22.820883
      22.82087     22.820884
     22.820871     22.820884
     22.820871     22.820884
     22.820872     22.820884
     22.820873     22.820884
     22.820873     22.820884
     22.820874     22.820885
     22.820874     22.820885
     22.820875     22.820885
     22.820875     22.820885
     22.820876     22.820885
     22.820876     22.820885
     22.820877     22.820885
     22.820877     22.820885
     22.820877     22.820885
     22.820878     22.820886
     22.820878     22.820886
     22.820879     22.820886
     22.820879     22.820886
     22.820879     22.820886
      22.82088     22.820886
      22.82088     22.820886
      22.82088     22.820886
      22.82088     22.820886
     22.820881     22.820886
     22.820881     22.820886
     22.820881     22.820886
     22.820882     22.820886
     22.820882     22.820887
     22.820882     22.820887
     22.820882     22.820887
     22.820882     22.820887
     22.820883     22.820887
     22.820883     22.820887
     22.820883     22.820887
     22.820883     22.820887
     22.820883     22.820887
     22.820884     22.820887
     22.820884     22.820887
     22.820884     22.820887
     22.820884     22.820887
     22.820884     22.820887
     22.820884     22.820887
     22.820884     22.820887
     22.820885     22.820887
     22.820885     22.820887
     22.820885     22.820887
     22.820885     22.820887
     22.820885     22.820887
     22.820885     22.820887
     22.820885     22.820887
     22.820885     22.820887
     22.820885     22.820887
     22.820886     22.820887
     22.820886     22.820887
     22.820886     22.820887
     22.820886     22.820887
     22.820886     22.820888
     22.820886     22.820888
     22.820886     22.820888
     22.820886     22.820888
     22.820886     22.820888
     22.820886     22.820888
     22.820886     22.820888
     22.820886     22.820888
     22.820886     22.820888
     22.820886     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820887     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
     22.820888     22.820888
